Row.names	RNAINO_R1.x	RNAINO_R2.x	RNAINO_R3.x	RNAINO_R4.x	RNAINO_R5.x	RNAISO_R1.x	RNAINO_R1.y	RNAINO_R2.y	RNAINO_R3.y	RNAINO_R4.y	RNAINO_R5.y	RNAISO_R1.y	logFC	logCPM	PValue	FDR
transcript:CTRG_03633-t43_1	11	14	13	438	269	191	1.071645649	1.427006818	1.562276737	24.87551452	17.57480152	13.03505488	9.38E-01	3.16E+00	3.90E-01	7.00E-01
transcript:CTRG_03634-t43_1	119	132	148	970	807	381	11.59325748	13.45463571	17.78591978	55.08960978	52.72440457	26.0018634	1.29E-01	4.75E+00	7.74E-01	9.22E-01
transcript:CTRG_03635-t43_1	25	32	15	259	268	157	2.435558294	3.261729869	1.802627004	14.70949375	17.50946769	10.71467862	8.29E-01	2.95E+00	3.47E-01	6.70E-01
transcript:CTRG_03636-t43_1	373	313	306	1253	1247	577	36.33852974	31.90379528	36.77359089	71.16214542	81.47129182	39.37815008	-1.22E-01	5.56E+00	8.59E-01	9.59E-01
transcript:CTRG_03637-t43_1	190	185	172	772	948	328	18.51024303	18.8568758	20.67012298	43.84451418	61.93647526	22.38480629	-2.43E-01	4.85E+00	7.52E-01	9.15E-01
transcript:CTRG_03638-t43_1	28	45	26	37	61	152	2.727825289	4.586807628	3.124553474	2.101356249	3.985363914	10.37344682	1.81E+00	2.27E+00	4.85E-03	9.69E-02
transcript:CTRG_03639-t43_1	910	1049	1336	2045	3342	1892	88.65432189	106.9235823	160.5539785	116.1425278	218.3456754	129.1221143	1.30E-01	7.06E+00	7.36E-01	9.09E-01
transcript:CTRG_03640-t43_1	266	179	157	1918	1878	2015	25.91434025	18.24530145	18.86749598	108.9297645	122.6969415	137.5164167	1.61E+00	6.07E+00	4.82E-02	2.91E-01
transcript:CTRG_03641-t43_1	31	32	18	100	136	45	3.020092284	3.261729869	2.163152405	5.679341215	8.885401514	3.071086228	-3.03E-01	2.08E+00	8.02E-01	9.35E-01
transcript:CTRG_03642-t43_1	269	273	270	477	365	237	26.20660724	27.82663294	32.44728608	27.09045759	23.84684965	16.17438747	-6.24E-01	4.71E+00	3.32E-01	6.60E-01
transcript:CTRG_03643-t43_1	50	37	49	83	196	140	4.871116588	3.771375161	5.888581548	4.713853208	12.80543159	9.554490488	8.38E-01	2.78E+00	1.53E-01	4.84E-01
transcript:CTRG_03644-t43_1	322	308	331	614	798	221	31.36999082	31.39414999	39.77796923	34.87115506	52.13640006	15.0824457	-1.13E+00	5.07E+00	1.91E-02	1.92E-01
transcript:CTRG_03645-t43_1	840	1122	1306	2498	4261	1726	81.83475867	114.3644035	156.9487245	141.8699435	278.3874695	117.7932184	-1.29E-01	7.14E+00	8.73E-01	9.65E-01
transcript:CTRG_03646-t43_1	35	42	61	52	96	43	3.409781611	4.281020453	7.330683151	2.953257432	6.272048128	2.934593507	-5.38E-01	2.21E+00	5.91E-01	8.21E-01
transcript:CTRG_03647-t43_1	31	61	48	118	132	75	3.020092284	6.217672562	5.768406414	6.701622633	8.624066175	5.118477047	-1.81E-02	2.56E+00	1.00E+00	1.00E+00
transcript:CTRG_03648-t43_1	1017	927	712	76946	58579	167121	99.07851139	94.48823713	85.56469514	4370.025891	3827.190701	11405.40003	3.26E+00	1.17E+01	3.35E-02	2.44E-01
transcript:CTRG_03649-t43_1	233	253	208	787	764	894	22.6994033	25.78805177	24.99642779	44.69641536	49.91504968	61.0122464	1.11E+00	5.23E+00	3.87E-03	8.30E-02
transcript:CTRG_03650-t43_1	135	148	117	639	534	770	13.15201479	15.08550064	14.06049063	36.29099036	34.88826771	52.54969768	1.49E+00	4.76E+00	2.17E-03	6.08E-02
transcript:CTRG_03651-t43_1	540	579	598	2885	2997	3787	52.60805915	59.01692481	71.86472991	163.848994	195.8055025	258.4489677	1.57E+00	7.01E+00	3.43E-03	7.89E-02
transcript:CTRG_03652-t43_1	79	77	62	448	373	533	7.696364208	7.848537496	7.450858285	25.44344864	24.36952033	36.37531021	1.63E+00	4.15E+00	6.78E-03	1.15E-01
transcript:CTRG_03653-t43_1	118	99	94	1255	932	1581	11.49583515	10.09097678	11.29646256	71.27573224	60.8911339	107.8974962	2.10E+00	5.44E+00	1.31E-02	1.58E-01
transcript:CTRG_03654-t43_1	561	589	566	4593	4629	3458	54.65392811	60.03621539	68.01912563	260.852142	302.4303206	235.995915	1.04E+00	7.23E+00	1.57E-01	4.88E-01
transcript:CTRG_03655-t43_1	73	53	41	115	155	74	7.111830218	5.402240095	4.927180479	6.531242397	10.12674437	5.050230686	-2.28E-01	2.71E+00	7.75E-01	9.23E-01
transcript:CTRG_03656-t43_1	469	465	397	1500	1364	957	45.69107359	47.39701215	47.70952805	85.19011822	89.11535048	65.31176712	2.92E-01	5.95E+00	4.48E-01	7.39E-01
transcript:CTRG_03657-t43_1	387	359	380	723	627	388	37.70244239	36.59253196	45.66655078	41.06163698	40.96431433	26.47958792	-4.48E-01	5.27E+00	4.06E-01	7.11E-01
transcript:CTRG_03658-t43_1	4451	4158	3464	8145	7416	3720	433.6267986	423.8210248	416.2866629	462.5823419	484.5157179	253.8764615	-6.42E-01	8.69E+00	3.20E-01	6.51E-01
transcript:CTRG_03659-t43_1	1221	1259	1112	4041	3861	2376	118.9526671	128.3286845	133.6347486	229.5021785	252.2539356	162.1533528	1.57E-01	7.36E+00	6.72E-01	8.68E-01
transcript:CTRG_03660-t43_1	14483	13559	10492	20604	14688	24969	1410.967631	1382.056103	1260.877502	1170.171464	959.6233635	1704.043378	5.74E-01	1.04E+01	3.64E-01	6.82E-01
transcript:CTRG_03661-t43_1	3858	4394	4618	6755	9181	2623	375.8553559	447.8762826	554.9687671	383.639499	599.829936	179.0102039	-1.22E+00	8.71E+00	7.42E-02	3.52E-01
transcript:CTRG_03662-t43_1	1957	1958	1248	2995	3308	3324	190.6555032	199.5770963	149.9785668	170.0962694	216.1243251	226.8509027	4.50E-01	7.61E+00	3.42E-01	6.66E-01
transcript:CTRG_03663-t43_1	4	11	8	119	114	66	0.389689327	1.121219642	0.961401069	6.758416045	7.448057151	4.504259801	8.51E-01	1.74E+00	3.89E-01	6.99E-01
transcript:CTRG_03664-t43_1	202	201	142	583	398	275	19.67931101	20.48774074	17.06486897	33.11055928	26.0028662	18.76774917	-1.08E-01	4.48E+00	8.94E-01	9.72E-01
transcript:CTRG_03665-t43_1	774	810	616	886	834	451	75.40488478	82.5625373	74.02788231	50.31896316	54.48841811	30.77910864	-1.03E+00	6.00E+00	1.94E-01	5.29E-01
transcript:CTRG_03666-t43_1	63	93	123	240	408	172	6.1376069	9.479402431	14.78154144	13.63041892	26.65620454	11.73837403	1.39E-02	3.71E+00	9.14E-01	9.81E-01
transcript:CTRG_03667-t43_1	53	65	50	209	221	200	5.163383583	6.625388796	6.008756681	11.86982314	14.43877746	13.64927213	8.93E-01	3.24E+00	7.98E-02	3.61E-01
transcript:CTRG_03668-t43_1	27800	24801	21274	16338	12370	15198	2708.340823	2527.942577	2556.605793	927.8907676	808.1795348	1037.208189	-8.50E-01	1.09E+01	5.91E-01	8.21E-01
transcript:CTRG_03669-t43_1	1353	1278	1084	2112	1666	1384	131.8124149	130.2653366	130.2698449	119.9476865	108.8461685	94.45296311	-2.65E-01	6.94E+00	7.09E-01	8.92E-01
transcript:CTRG_03670-t43_1	341	291	282	727	798	465	33.22101513	29.66135599	33.88938768	41.28881063	52.13640006	31.73455769	-5.20E-02	5.19E+00	9.45E-01	9.94E-01
transcript:CTRG_03671-t43_1	264	281	190	440	420	431	25.71949558	28.64206541	22.83327539	24.98910134	27.44021056	29.41418143	3.36E-01	4.77E+00	4.62E-01	7.47E-01
transcript:CTRG_03672-t43_1	1569	1662	1394	5278	4860	4288	152.8556385	169.4060951	167.5241363	299.7556293	317.5224365	292.6403944	6.47E-01	7.83E+00	1.34E-01	4.55E-01
transcript:CTRG_03673-t43_1	11	6	1	39	40	24	1.071645649	0.61157435	0.120175134	2.214943074	2.613353386	1.637912655	5.96E-01	5.55E-01	5.01E-01	7.75E-01
transcript:CTRG_03674-t43_1	38	70	45	121	239	79	3.702048607	7.135034088	5.407881013	6.87200287	15.61478648	5.391462489	-2.45E-01	2.82E+00	8.17E-01	9.40E-01
transcript:CTRG_03675-t43_1	322	251	332	1092	1107	525	31.36999082	25.58419366	39.89814436	62.01840606	72.32455497	35.82933933	-1.03E-01	5.41E+00	8.91E-01	9.72E-01
transcript:CTRG_03676-t43_1	1	1	6	5	14	12	0.097422332	0.101929058	0.721050802	0.283967061	0.914673685	0.818956328	NA	NA	NA	NA
transcript:CTRG_03677-t43_1	4	3	1	4	13	22	0.389689327	0.305787175	0.120175134	0.227173649	0.849339851	1.501419934	2.19E+00	-4.51E-01	8.83E-03	1.31E-01
transcript:CTRG_03678-t43_1	0	0	0	3	12	4	0	0	0	0.170380236	0.784006016	0.272985443	NA	NA	NA	NA
transcript:CTRG_03679-t43_1	569	588	525	3249	3077	2349	55.43330677	59.93428634	63.09194515	184.5217961	201.0322093	160.3107011	8.32E-01	6.82E+00	1.50E-01	4.78E-01
transcript:CTRG_03680-t43_1	1475	1561	1230	3542	3514	1417	143.6979393	159.1112602	147.8154144	201.1622658	229.583095	96.70509301	-6.62E-01	7.32E+00	1.62E-01	4.95E-01
transcript:CTRG_03681-t43_1	1191	1156	909	2515	2132	1882	116.0299971	117.8299915	109.2391965	142.8354315	139.2917355	128.4396507	2.16E-01	6.98E+00	5.79E-01	8.17E-01
transcript:CTRG_03682-t43_1	1908	1742	1334	2852	2131	4232	185.881809	177.5604197	160.3136283	161.9748114	139.2264017	288.8185982	9.31E-01	7.60E+00	8.21E-02	3.65E-01
transcript:CTRG_03683-t43_1	30	25	22	1905	1676	60	2.922669953	2.54822646	2.64385294	108.1914501	109.4995069	4.094781638	-2.95E+00	4.92E+00	3.90E-01	7.00E-01
transcript:CTRG_03684-t43_1	2522	2610	2799	2227	2430	1090	245.6991207	266.0348424	336.370199	126.4789288	158.7612182	74.38853308	-1.53E+00	7.73E+00	1.37E-01	4.60E-01
transcript:CTRG_03685-t43_1	953	1047	991	2413	2593	1213	92.84348216	106.7197241	119.0935574	137.0425035	169.4106333	82.78283544	-3.82E-01	6.85E+00	3.95E-01	7.03E-01
transcript:CTRG_03686-t43_1	79165	72295	57280	44081	30123	34148	7712.438893	7368.961277	6883.631654	2503.510401	1968.051102	2330.476723	-1.16E+00	1.24E+01	4.70E-01	7.53E-01
transcript:CTRG_03687-t43_1	1312	1348	700	54	55	16	127.8180993	137.4003707	84.12259354	3.066844256	3.593360906	1.09194177	-6.08E+00	6.12E+00	9.64E-02	3.93E-01
transcript:CTRG_03688-t43_1	2	0	0	3	0	4	0.194844664	0	0	0.170380236	0	0.272985443	NA	NA	NA	NA
transcript:CTRG_03689-t43_1	104998	102095	78249	31503	26954	29680	10229.14999	10406.44722	9403.584031	1789.162863	1761.008179	2025.551983	-1.74E+00	1.27E+01	3.84E-01	6.94E-01
transcript:CTRG_03690-t43_1	545	381	402	2978	2536	3863	53.0951708	38.83497125	48.31040372	169.1307814	165.6866047	263.6356911	1.80E+00	6.89E+00	4.15E-03	8.77E-02
transcript:CTRG_03691-t43_1	963	969	930	3009	2516	2660	93.81770548	98.76925758	111.7628743	170.8913771	164.379928	181.5353193	7.29E-01	7.08E+00	6.04E-02	3.24E-01
transcript:CTRG_03692-t43_1	907	800	845	1434	1412	565	88.3620549	81.54324672	101.5479879	81.44175302	92.25137454	38.55919375	-1.06E+00	6.35E+00	6.88E-02	3.41E-01
transcript:CTRG_03693-t43_1	1013	941	727	2988	2713	1973	98.68882206	95.91524395	87.36732215	169.6987155	177.2506934	134.6500695	3.35E-01	6.95E+00	4.02E-01	7.09E-01
transcript:CTRG_03694-t43_1	18	12	18	131	117	123	1.753601972	1.223148701	2.163152405	7.439936991	7.644058655	8.394302357	1.39E+00	2.22E+00	7.56E-02	3.54E-01
transcript:CTRG_03695-t43_1	1511	1505	984	2319	1819	2284	147.2051433	153.4032329	118.2523315	131.7039228	118.8422452	155.8746877	3.47E-01	7.15E+00	4.86E-01	7.67E-01
transcript:CTRG_03696-t43_1	621	603	505	1850	1853	1678	60.49926802	61.46322221	60.68844248	105.0678125	121.0635956	114.5173931	7.28E-01	6.41E+00	6.19E-02	3.28E-01
transcript:CTRG_03697-t43_1	1632	1627	1177	7844	6670	5153	158.9932454	165.838578	141.4461323	445.4875249	435.7766772	351.6734963	6.82E-01	8.07E+00	2.31E-01	5.67E-01
transcript:CTRG_03698-t43_1	480	465	641	2272	2193	511	46.76271924	47.39701215	77.03226065	129.0346324	143.2770994	34.87389028	-1.06E+00	6.21E+00	9.38E-02	3.89E-01
transcript:CTRG_03699-t43_1	227	210	185	718	795	321	22.11486931	21.40510226	22.23239972	40.77766992	51.94039856	21.90708176	-2.70E-01	4.84E+00	6.27E-01	8.41E-01
transcript:CTRG_03700-t43_1	808	810	870	1816	1973	813	78.71724405	82.5625373	104.5523663	103.1368365	128.9036558	55.48429119	-6.43E-01	6.50E+00	1.61E-01	4.94E-01
transcript:CTRG_03701-t43_1	863	724	702	1474	1166	875	84.0754723	73.79663828	84.36294381	83.7134895	76.17925122	59.71556555	-2.81E-01	6.29E+00	6.49E-01	8.54E-01
transcript:CTRG_03702-t43_1	3562	3567	3211	5046	4392	2418	347.0183457	363.5809513	385.8823541	286.5795577	286.9462018	165.0197	-8.97E-01	8.30E+00	2.41E-01	5.79E-01
transcript:CTRG_03703-t43_1	120	168	183	282	323	90	11.69067981	17.12408181	21.99204945	16.01574223	21.1028286	6.142172456	-1.33E+00	3.96E+00	4.05E-02	2.70E-01
transcript:CTRG_03704-t43_1	10941	9961	8499	4542	3834	3951	1065.897732	1015.315351	1021.368461	257.955678	250.4899221	269.6413708	-1.41E+00	9.48E+00	4.03E-01	7.09E-01
transcript:CTRG_03705-t43_1	2746	2391	1456	5219	4320	2543	267.521723	243.7123786	174.9749946	296.404818	282.2421657	173.5504951	-3.72E-01	7.91E+00	5.65E-01	8.10E-01
transcript:CTRG_03706-t43_1	490	539	365	2755	2866	1680	47.73694256	54.93976247	43.86392377	156.4658505	187.2467701	114.6538859	5.61E-01	6.54E+00	3.53E-01	6.73E-01
transcript:CTRG_03707-t43_1	163	171	122	940	996	186	15.87984008	17.42986899	14.6613663	53.38580742	65.07249932	12.69382308	-1.05E+00	4.75E+00	2.43E-01	5.81E-01
transcript:CTRG_03708-t43_1	293	328	333	2675	2474	1159	28.5447432	33.43273115	40.0183195	151.9223775	161.635907	79.09753197	3.01E-01	6.21E+00	6.27E-01	8.41E-01
transcript:CTRG_03709-t43_1	308	296	274	1850	1378	505	30.00607818	30.17100128	32.92798661	105.0678125	90.03002416	34.46441212	-4.32E-01	5.63E+00	6.00E-01	8.28E-01
transcript:CTRG_03710-t43_1	6142	5736	5057	4083	3850	3839	598.3679616	584.665079	607.7256507	231.8875018	251.5352634	261.9977784	-7.48E-01	8.83E+00	5.72E-01	8.13E-01
transcript:CTRG_03711-t43_1	647	677	511	2272	1890	935	63.03224864	69.00597253	61.40949328	129.0346324	123.4809475	63.81034719	-2.39E-01	6.35E+00	6.60E-01	8.62E-01
transcript:CTRG_03712-t43_1	1117	950	789	6477	5269	8009	108.8207446	96.83260547	94.81818043	367.8509305	344.2439748	546.5851023	1.76E+00	7.97E+00	6.64E-03	1.14E-01
transcript:CTRG_03713-t43_1	316	294	375	1547	1420	666	30.78545683	29.96714317	45.06567511	87.85940859	92.77404522	45.45207618	-3.96E-02	5.69E+00	1.00E+00	1.00E+00
transcript:CTRG_03714-t43_1	1092	1028	890	1398	1053	1403	106.3851863	104.783072	106.9558689	79.39719018	68.7965279	95.74964396	1.40E-01	6.62E+00	7.53E-01	9.16E-01
transcript:CTRG_03715-t43_1	470	408	390	1566	1302	827	45.78849592	41.58705583	46.86830211	88.93848342	85.06465273	56.43974024	1.17E-01	5.88E+00	7.43E-01	9.11E-01
transcript:CTRG_03716-t43_1	1472	1401	1321	2626	2168	3304	143.4056723	142.8026108	158.7513515	149.1395003	141.6437535	225.4859755	7.65E-01	7.36E+00	1.04E-01	4.07E-01
transcript:CTRG_03717-t43_1	2927	2820	2316	8318	6631	6391	285.155165	287.4399447	278.3256095	472.4076022	433.2286576	436.1624908	5.26E-01	8.50E+00	2.57E-01	5.91E-01
transcript:CTRG_03718-t43_1	1111	1007	789	3326	2651	2215	108.2362106	102.6425618	94.81818043	188.8948888	173.1999957	151.1656888	4.06E-01	7.06E+00	3.23E-01	6.53E-01
transcript:CTRG_03719-t43_1	2731	2584	2203	5750	4773	5823	266.060388	263.3846869	264.7458194	326.5621198	311.8383928	397.3985579	6.47E-01	8.27E+00	1.67E-01	5.00E-01
transcript:CTRG_03720-t43_1	324	360	295	1021	1015	521	31.56483549	36.69446102	35.45166442	57.9860738	66.31384218	35.55635389	-1.20E-01	5.41E+00	8.24E-01	9.44E-01
transcript:CTRG_03721-t43_1	3606	3459	2545	7768	6368	10302	351.3049283	352.572613	305.8457151	441.1712255	416.0458591	703.0740072	1.09E+00	8.77E+00	2.78E-02	2.27E-01
transcript:CTRG_03722-t43_1	470	434	372	1109	945	1027	45.78849592	44.23721134	44.70514971	62.98389407	61.74047376	70.08901236	6.29E-01	5.78E+00	1.02E-01	4.02E-01
transcript:CTRG_03723-t43_1	646	561	460	1342	1085	773	62.93482631	57.18220176	55.28056147	76.2167591	70.88721061	52.75443676	-1.12E-01	5.97E+00	8.59E-01	9.59E-01
transcript:CTRG_03724-t43_1	2481	2240	1672	4935	3590	2979	241.7048051	228.3210908	200.9328234	280.2754889	234.5484664	203.3059083	-6.11E-02	7.87E+00	9.75E-01	1.00E+00
transcript:CTRG_03725-t43_1	1628	1700	1225	4409	3606	4088	158.6035561	173.2793993	147.2145387	250.4021542	235.5938078	278.9911222	7.37E-01	7.69E+00	8.04E-02	3.62E-01
transcript:CTRG_03726-t43_1	452	444	381	2094	1889	1075	44.03489395	45.25650193	45.78672591	118.925405	123.4156137	73.36483767	2.53E-01	6.14E+00	5.90E-01	8.21E-01
transcript:CTRG_03727-t43_1	264	210	208	2176	1917	1515	25.71949558	21.40510226	24.99642779	123.5824648	125.244961	103.3932363	1.07E+00	6.02E+00	1.71E-01	5.04E-01
transcript:CTRG_03728-t43_1	2154	1970	1507	5254	4088	4682	209.8477026	200.800245	181.1039264	298.3925874	267.0847161	319.5294605	6.60E-01	7.95E+00	1.38E-01	4.60E-01
transcript:CTRG_03729-t43_1	333	319	301	4673	3260	6151	32.44163647	32.51536963	36.17271522	265.395615	212.988301	419.7833642	2.26E+00	7.31E+00	1.40E-02	1.63E-01
transcript:CTRG_03730-t43_1	1	5	16	38	25	157	0.097422332	0.509645292	1.922802138	2.158149662	1.633345867	10.71467862	3.36E+00	1.64E+00	2.79E-04	1.72E-02
transcript:CTRG_03731-t43_1	205	201	183	247	174	94	19.97157801	20.48774074	21.99204945	14.0279728	11.36808723	6.415157899	-1.36E+00	4.05E+00	1.43E-01	4.66E-01
transcript:CTRG_03732-t43_1	11935	11056	9228	19383	13888	11673	1162.735529	1126.92767	1108.976133	1100.826708	907.3562958	796.6397676	-3.12E-01	1.01E+01	7.44E-01	9.11E-01
transcript:CTRG_03733-t43_1	763	760	458	2938	1949	3119	74.33323913	77.46608438	55.0402112	166.8590449	127.3356438	212.8603988	1.33E+00	6.88E+00	6.31E-03	1.11E-01
transcript:CTRG_03734-t43_1	549	521	440	1649	1290	1365	53.48486013	53.10503942	52.8770588	93.65233663	84.28064671	93.15628225	6.85E-01	6.15E+00	8.30E-02	3.69E-01
transcript:CTRG_03735-t43_1	673	590	526	2344	1542	935	65.56522927	60.13814445	63.21212029	133.1237581	100.744773	63.81034719	-1.76E-01	6.30E+00	7.74E-01	9.22E-01
transcript:CTRG_03736-t43_1	720	650	491	1621	1334	1145	70.14407886	66.25388796	59.00599061	92.06212109	87.15533544	78.14208292	2.51E-01	6.24E+00	5.21E-01	7.87E-01
transcript:CTRG_03737-t43_1	18	14	16	73	59	17	1.753601972	1.427006818	1.922802138	4.145919087	3.854696245	1.160188131	-9.22E-01	1.26E+00	3.11E-01	6.46E-01
transcript:CTRG_03738-t43_1	195	153	170	1108	863	622	18.99735469	15.59514593	20.42977272	62.92710066	56.38309931	42.44923631	5.99E-01	5.08E+00	3.06E-01	6.40E-01
transcript:CTRG_03739-t43_1	178	133	104	801	617	197	17.34117505	13.55656477	12.4982139	45.49152313	40.31097599	13.44453304	-6.47E-01	4.47E+00	4.26E-01	7.26E-01
transcript:CTRG_03740-t43_1	393	370	310	1309	1233	847	38.28697638	37.71375161	37.25429142	74.3425765	80.55661814	57.80466745	3.62E-01	5.71E+00	3.76E-01	6.89E-01
transcript:CTRG_03741-t43_1	381	452	481	959	950	590	37.1179084	46.07193439	57.80423927	54.46488225	62.06714293	40.26535277	-1.61E-01	5.62E+00	7.69E-01	9.22E-01
transcript:CTRG_03742-t43_1	55777	50362	39905	42756	29264	41612	5433.925398	5133.351239	4795.588707	2428.25913	1911.929338	2839.867558	-4.28E-01	1.20E+01	8.07E-01	9.38E-01
transcript:CTRG_03743-t43_1	531	616	650	860	1260	379	51.73125816	62.78829997	78.11383686	48.84233445	82.32063167	25.86537068	-1.15E+00	5.86E+00	5.51E-02	3.12E-01
transcript:CTRG_03744-t43_1	35	49	71	41	33	174	3.409781611	4.994523861	8.532434487	2.328529898	2.156016544	11.87486675	1.56E+00	2.60E+00	7.54E-02	3.54E-01
transcript:CTRG_03745-t43_1	1523	1513	1325	3753	3037	7187	148.3742113	154.2186654	159.2320521	213.1456758	198.4188559	490.4865938	1.68E+00	7.86E+00	4.50E-05	4.67E-03
transcript:CTRG_03746-t43_1	2249	2028	2014	3857	3263	2727	219.1028241	206.7121304	242.0327191	219.0521906	213.1843025	186.1078254	-9.31E-02	7.77E+00	9.31E-01	9.87E-01
transcript:CTRG_03747-t43_1	320	268	277	811	691	427	31.17514616	27.31698765	33.28851201	46.05945725	45.14567975	29.14119599	-1.20E-01	5.12E+00	8.17E-01	9.40E-01
transcript:CTRG_03748-t43_1	667	660	627	787	895	257	64.98069528	67.27317854	75.34980878	44.69641536	58.47378202	17.53931468	-1.70E+00	5.82E+00	2.24E-02	2.05E-01
transcript:CTRG_03749-t43_1	443	447	388	775	625	263	43.15809297	45.5622891	46.62795185	44.01489441	40.83364666	17.94879284	-1.15E+00	5.34E+00	5.16E-02	3.01E-01
transcript:CTRG_03750-t43_1	71	75	76	233	227	133	6.916985554	7.64467938	9.133310156	13.23286503	14.83078047	9.076765963	4.79E-02	3.31E+00	8.77E-01	9.66E-01
transcript:CTRG_03751-t43_1	52	42	35	43	34	22	5.065961251	4.281020453	4.206129677	2.442116722	2.221350378	1.501419934	-1.19E+00	1.85E+00	3.11E-01	6.46E-01
transcript:CTRG_03752-t43_1	14418	13368	10338	7	5	4	1404.635179	1362.587653	1242.370531	0.397553885	0.326669173	0.272985443	-1.15E+01	9.60E+00	1.46E-01	4.71E-01
transcript:CTRG_03753-t43_1	23697	22282	16587	3	1	6	2308.616996	2271.183279	1993.344941	0.170380236	0.065333835	0.409478164	-1.17E+01	1.03E+01	2.55E-01	5.90E-01
transcript:CTRG_03754-t43_1	980	935	857	1306	1176	571	95.47388512	95.3036696	102.9900895	74.17219626	76.83258956	38.96867192	-1.07E+00	6.38E+00	1.26E-01	4.42E-01
transcript:CTRG_03755-t43_1	6	7	1	17	18	9	0.584533991	0.713503409	0.120175134	0.965488006	1.176009024	0.614217246	-2.55E-04	-2.68E-01	1.00E+00	1.00E+00
transcript:CTRG_03756-t43_1	25	27	16	47	64	35	2.435558294	2.752084577	1.922802138	2.669290371	4.181365418	2.388622622	-1.51E-02	1.50E+00	1.00E+00	1.00E+00
transcript:CTRG_03757-t43_1	5	4	3	5	1	9	0.487111659	0.407716234	0.360525401	0.283967061	0.065333835	0.614217246	NA	NA	NA	NA
transcript:CTRG_03758-t43_1	296	283	281	93	120	61	28.8370102	28.84592353	33.76921255	5.28178733	7.840060159	4.163027998	-2.32E+00	4.33E+00	1.79E-01	5.12E-01
transcript:CTRG_03759-t43_1	2403	2320	2136	6617	5581	2383	234.1058632	236.4754155	256.6940854	375.8020082	364.6281312	162.6310774	-6.40E-01	8.05E+00	2.25E-01	5.66E-01
transcript:CTRG_03760-t43_1	101	104	67	3531	3089	852	9.839655507	10.60062207	8.051733953	200.5375383	201.8162153	58.14589925	-7.76E-02	6.08E+00	1.00E+00	1.00E+00
transcript:CTRG_03761-t43_1	1482	1382	1164	4665	4267	3754	144.3798957	140.8659587	139.8838555	264.9412677	278.7794725	256.1968378	6.48E-01	7.64E+00	1.30E-01	4.48E-01
transcript:CTRG_03762-t43_1	298	337	280	749	702	313	29.03185486	34.35009268	33.64903742	42.5382657	45.86435193	21.36111088	-5.96E-01	5.09E+00	1.79E-01	5.12E-01
transcript:CTRG_03763-t43_1	78	61	128	61	48	75	7.598941877	6.217672562	15.3824171	3.464398141	3.136024064	5.118477047	-4.16E-01	2.88E+00	8.52E-01	9.57E-01
transcript:CTRG_03764-t43_1	679	703	686	964	1276	510	66.14976326	71.65612805	82.44014167	54.74884931	83.36597303	34.80564392	-8.86E-01	6.05E+00	1.43E-01	4.66E-01
transcript:CTRG_03765-t43_1	1000	1056	955	1430	1369	1210	97.42233175	107.6370857	114.7672526	81.21457937	89.44201965	82.57809636	-1.21E-01	6.62E+00	9.08E-01	9.77E-01
transcript:CTRG_03766-t43_1	3083	2865	2564	5271	4489	4808	300.3530488	292.0267523	308.1290426	299.3580754	293.2835838	328.1285019	2.84E-01	8.28E+00	5.52E-01	8.03E-01
transcript:CTRG_03767-t43_1	3496	3135	2991	5643	4689	4176	340.5884718	319.5475981	359.4438247	320.4852247	306.3503507	284.996802	-6.87E-02	8.36E+00	9.83E-01	1.00E+00
transcript:CTRG_03768-t43_1	184	251	280	696	845	533	17.92570904	25.58419366	33.64903742	39.52821485	55.20709029	36.37531021	3.39E-01	5.07E+00	4.19E-01	7.22E-01
transcript:CTRG_03769-t43_1	4020	3874	3605	5578	4960	3465	391.6377736	394.8731722	433.2313567	316.7936529	324.0558199	236.4736396	-5.32E-01	8.49E+00	5.05E-01	7.75E-01
transcript:CTRG_03770-t43_1	7	5	3	4	8	10	0.681956322	0.509645292	0.360525401	0.227173649	0.522670677	0.682463606	NA	NA	NA	NA
transcript:CTRG_03771-t43_1	909	863	621	865	687	1931	88.55689956	87.96477739	74.62875798	49.12630151	44.88434441	131.7837224	1.01E+00	6.41E+00	1.34E-01	4.55E-01
transcript:CTRG_03772-t43_1	495	597	609	2365	2951	1124	48.22405422	60.85164786	73.18665638	134.3164197	192.8001461	76.70890934	-9.74E-02	6.50E+00	9.40E-01	9.92E-01
transcript:CTRG_03773-t43_1	1392	1551	1658	3042	3271	1218	135.6118858	158.0919696	199.2503716	172.7655597	213.7069732	83.12406724	-8.95E-01	7.31E+00	8.51E-02	3.74E-01
transcript:CTRG_03774-t43_1	245	250	266	661	719	342	23.86847128	25.4822646	31.96658554	37.54044543	46.97502712	23.34025533	-2.81E-01	4.94E+00	5.35E-01	7.95E-01
transcript:CTRG_03775-t43_1	243	312	281	1306	1480	1626	23.67362662	31.80186622	33.76921255	74.17219626	96.6940753	110.9685824	1.41E+00	5.89E+00	7.98E-03	1.24E-01
transcript:CTRG_03776-t43_1	6165	5708	4439	7567	6231	5466	600.6086752	581.8110653	533.4574182	429.7557497	407.0951238	373.0346072	-3.48E-01	8.99E+00	7.27E-01	9.03E-01
transcript:CTRG_03777-t43_1	6578	6187	4651	7298	5799	2931	640.8440983	630.6350843	558.9345465	414.4783218	378.8709072	200.030083	-1.30E+00	8.95E+00	1.69E-01	5.03E-01
